year,level_1,level_2,value
2014,Total Female Malays,80 - 84 Years,2528
2014,Total Female Malays,65 Years & Over,19827
2014,Total Female Malays,70 Years & Over,12374
2014,Total Female Malays,75 Years & Over,7829
2014,Total Female Malays,80 Years & Over,4075
2014,Total Female Malays,85 Years & Over,1547
2014,Total Chinese,0  -  4 Years,117218
2014,Total Chinese,5  -  9 Years,123504
2014,Total Chinese,10 - 14 Years,136111
2014,Total Chinese,15 - 19 Years,160106
2014,Total Chinese,20 - 24 Years,172941
2014,Total Chinese,25 - 29 Years,158134
2014,Total Chinese,30 - 34 Years,159164
2014,Total Chinese,35 - 39 Years,169289
2014,Total Chinese,40 - 44 Years,190815
2014,Total Chinese,45 - 49 Years,194832
2014,Total Chinese,50 - 54 Years,216358
2014,Total Chinese,55 - 59 Years,215612
2014,Total Chinese,60 - 64 Years,181084
2014,Total Chinese,65 - 69 Years,129918
2014,Total Chinese,70 - 74 Years,87966
2014,Total Chinese,75 - 79 Years,62007
2014,Total Chinese,80 - 84 Years,39495
2014,Total Chinese,65 Years & Over,351872
2014,Total Chinese,70 Years & Over,221954
2014,Total Chinese,75 Years & Over,133988
2014,Total Chinese,80 Years & Over,71981
2014,Total Chinese,85 Years & Over,32486
2014,Total Male Chinese,0  -  4 Years,60566
2014,Total Male Chinese,5  -  9 Years,63504
2014,Total Male Chinese,10 - 14 Years,70189
2014,Total Male Chinese,15 - 19 Years,82752
2014,Total Male Chinese,20 - 24 Years,89893
2014,Total Male Chinese,25 - 29 Years,82143
2014,Total Male Chinese,30 - 34 Years,80800
2014,Total Male Chinese,35 - 39 Years,83759
2014,Total Male Chinese,40 - 44 Years,93167
2014,Total Male Chinese,45 - 49 Years,95819
2014,Total Male Chinese,50 - 54 Years,107821
2014,Total Male Chinese,55 - 59 Years,106906
2014,Total Male Chinese,60 - 64 Years,89718
2014,Total Male Chinese,65 - 69 Years,62820
2014,Total Male Chinese,70 - 74 Years,40611
2014,Total Male Chinese,75 - 79 Years,27528
2014,Total Male Chinese,80 - 84 Years,15570
2014,Total Male Chinese,65 Years & Over,156353
2014,Total Male Chinese,70 Years & Over,93533
2014,Total Male Chinese,75 Years & Over,52922
2014,Total Male Chinese,80 Years & Over,25394
2014,Total Male Chinese,85 Years & Over,9824
2014,Total Female Chinese,0  -  4 Years,56652
2014,Total Female Chinese,5  -  9 Years,60000
2014,Total Female Chinese,10 - 14 Years,65922
2014,Total Female Chinese,15 - 19 Years,77354
2014,Total Female Chinese,20 - 24 Years,83048
2014,Total Female Chinese,25 - 29 Years,75991
2014,Total Female Chinese,30 - 34 Years,78364
2014,Total Female Chinese,35 - 39 Years,85530
2014,Total Female Chinese,40 - 44 Years,97648
2014,Total Female Chinese,45 - 49 Years,99013
2014,Total Female Chinese,50 - 54 Years,108537
2014,Total Female Chinese,55 - 59 Years,108706
2014,Total Female Chinese,60 - 64 Years,91366
2014,Total Female Chinese,65 - 69 Years,67098
2014,Total Female Chinese,70 - 74 Years,47355
2014,Total Female Chinese,75 - 79 Years,34479
2014,Total Female Chinese,80 - 84 Years,23925
2014,Total Female Chinese,65 Years & Over,195519
2014,Total Female Chinese,70 Years & Over,128421
2014,Total Female Chinese,75 Years & Over,81066
2014,Total Female Chinese,80 Years & Over,46587
2014,Total Female Chinese,85 Years & Over,22662
2014,Total Indians,0  -  4 Years,12553
2014,Total Indians,5  -  9 Years,14929
2014,Total Indians,10 - 14 Years,17049
2014,Total Indians,15 - 19 Years,18870
2014,Total Indians,20 - 24 Years,20306
2014,Total Indians,25 - 29 Years,17795
2014,Total Indians,30 - 34 Years,16080
2014,Total Indians,35 - 39 Years,14943
2014,Total Indians,40 - 44 Years,17824
2014,Total Indians,45 - 49 Years,20359
2014,Total Indians,50 - 54 Years,21774
2014,Total Indians,55 - 59 Years,18533
2014,Total Indians,60 - 64 Years,13798
2014,Total Indians,65 - 69 Years,8922
2014,Total Indians,70 - 74 Years,5012
2014,Total Indians,75 - 79 Years,3921
2014,Total Indians,80 - 84 Years,2764
2014,Total Indians,65 Years & Over,22585
2014,Total Indians,70 Years & Over,13663
2014,Total Indians,75 Years & Over,8651
2014,Total Indians,80 Years & Over,4730
2014,Total Indians,85 Years & Over,1966
2014,Total Male Indians,0  -  4 Years,6365
2014,Total Male Indians,5  -  9 Years,7560
2014,Total Male Indians,10 - 14 Years,8674
2014,Total Male Indians,15 - 19 Years,9572
2014,Total Male Indians,20 - 24 Years,10330
2014,Total Male Indians,25 - 29 Years,9096
2014,Total Male Indians,30 - 34 Years,8140
2014,Total Male Indians,35 - 39 Years,7621
2014,Total Male Indians,40 - 44 Years,9354
2014,Total Male Indians,45 - 49 Years,10753
2014,Total Male Indians,50 - 54 Years,11125
2014,Total Male Indians,55 - 59 Years,9414
2014,Total Male Indians,60 - 64 Years,6760
2014,Total Male Indians,65 - 69 Years,4180
2014,Total Male Indians,70 - 74 Years,2141
2014,Total Male Indians,75 - 79 Years,1589
2014,Total Male Indians,80 - 84 Years,1389
2014,Total Male Indians,65 Years & Over,10413
2014,Total Male Indians,70 Years & Over,6233
2014,Total Male Indians,75 Years & Over,4092
2014,Total Male Indians,80 Years & Over,2503
2014,Total Male Indians,85 Years & Over,1114
2014,Total Female Indians,0  -  4 Years,6188
2014,Total Female Indians,5  -  9 Years,7369
2014,Total Female Indians,10 - 14 Years,8375
2014,Total Female Indians,15 - 19 Years,9298
2014,Total Female Indians,20 - 24 Years,9976
2014,Total Female Indians,25 - 29 Years,8699
2014,Total Female Indians,30 - 34 Years,7940
2014,Total Female Indians,35 - 39 Years,7322
2014,Total Female Indians,40 - 44 Years,8470
2014,Total Female Indians,45 - 49 Years,9606
2014,Total Female Indians,50 - 54 Years,10649
2014,Total Female Indians,55 - 59 Years,9119
2014,Total Female Indians,60 - 64 Years,7038
2014,Total Female Indians,65 - 69 Years,4742
2014,Total Female Indians,70 - 74 Years,2871
2014,Total Female Indians,75 - 79 Years,2332
2014,Total Female Indians,80 - 84 Years,1375
2014,Total Female Indians,65 Years & Over,12172
2014,Total Female Indians,70 Years & Over,7430
2014,Total Female Indians,75 Years & Over,4559
2014,Total Female Indians,80 Years & Over,2227
2014,Total Female Indians,85 Years & Over,852
2014,Other Ethnic Groups (Total),0  -  4 Years,5029
2014,Other Ethnic Groups (Total),5  -  9 Years,4784
2014,Other Ethnic Groups (Total),10 - 14 Years,4163
2014,Other Ethnic Groups (Total),15 - 19 Years,3876
2014,Other Ethnic Groups (Total),20 - 24 Years,3408
2014,Other Ethnic Groups (Total),25 - 29 Years,2956
2014,Other Ethnic Groups (Total),30 - 34 Years,2665
2014,Other Ethnic Groups (Total),35 - 39 Years,2664
2014,Other Ethnic Groups (Total),40 - 44 Years,3136
2014,Other Ethnic Groups (Total),45 - 49 Years,3099
2014,Other Ethnic Groups (Total),50 - 54 Years,3075
2014,Other Ethnic Groups (Total),55 - 59 Years,2572
2014,Other Ethnic Groups (Total),60 - 64 Years,1943
2014,Other Ethnic Groups (Total),65 - 69 Years,1377
2014,Other Ethnic Groups (Total),70 - 74 Years,804
2014,Other Ethnic Groups (Total),75 - 79 Years,760
2014,Other Ethnic Groups (Total),80 - 84 Years,612
2014,Other Ethnic Groups (Total),65 Years & Over,4078
2014,Other Ethnic Groups (Total),70 Years & Over,2701
2014,Other Ethnic Groups (Total),75 Years & Over,1897
2014,Other Ethnic Groups (Total),80 Years & Over,1137
2014,Other Ethnic Groups (Total),85 Years & Over,525
2014,Other Ethnic Groups (Males),0  -  4 Years,2497
2014,Other Ethnic Groups (Males),5  -  9 Years,2386
2014,Other Ethnic Groups (Males),10 - 14 Years,2112
2014,Other Ethnic Groups (Males),15 - 19 Years,1942
2014,Other Ethnic Groups (Males),20 - 24 Years,1817
2014,Other Ethnic Groups (Males),25 - 29 Years,1512
2014,Other Ethnic Groups (Males),30 - 34 Years,1221
2014,Other Ethnic Groups (Males),35 - 39 Years,1215
2014,Other Ethnic Groups (Males),40 - 44 Years,1481
2014,Other Ethnic Groups (Males),45 - 49 Years,1411
2014,Other Ethnic Groups (Males),50 - 54 Years,1435
2014,Other Ethnic Groups (Males),55 - 59 Years,1231
2014,Other Ethnic Groups (Males),60 - 64 Years,997
2014,Other Ethnic Groups (Males),65 - 69 Years,699
2014,Other Ethnic Groups (Males),70 - 74 Years,356
2014,Other Ethnic Groups (Males),75 - 79 Years,311
2014,Other Ethnic Groups (Males),80 - 84 Years,252
2014,Other Ethnic Groups (Males),65 Years & Over,1800
2014,Other Ethnic Groups (Males),70 Years & Over,1101
2014,Other Ethnic Groups (Males),75 Years & Over,745
2014,Other Ethnic Groups (Males),80 Years & Over,434
2014,Other Ethnic Groups (Males),85 Years & Over,182
2014,Other Ethnic Groups (Females),0  -  4 Years,2532
2014,Other Ethnic Groups (Females),5  -  9 Years,2398
2014,Other Ethnic Groups (Females),10 - 14 Years,2051
2014,Other Ethnic Groups (Females),15 - 19 Years,1934
2014,Other Ethnic Groups (Females),20 - 24 Years,1591
2014,Other Ethnic Groups (Females),25 - 29 Years,1444
2014,Other Ethnic Groups (Females),30 - 34 Years,1444
2014,Other Ethnic Groups (Females),35 - 39 Years,1449
2014,Other Ethnic Groups (Females),40 - 44 Years,1655
2014,Other Ethnic Groups (Females),45 - 49 Years,1688
2014,Other Ethnic Groups (Females),50 - 54 Years,1640
2014,Other Ethnic Groups (Females),55 - 59 Years,1341
2014,Other Ethnic Groups (Females),60 - 64 Years,946
2014,Other Ethnic Groups (Females),65 - 69 Years,678
2014,Other Ethnic Groups (Females),70 - 74 Years,448
2014,Other Ethnic Groups (Females),75 - 79 Years,449
2014,Other Ethnic Groups (Females),80 - 84 Years,360
2014,Other Ethnic Groups (Females),65 Years & Over,2278
2014,Other Ethnic Groups (Females),70 Years & Over,1600
2014,Other Ethnic Groups (Females),75 Years & Over,1152
2014,Other Ethnic Groups (Females),80 Years & Over,703
2014,Other Ethnic Groups (Females),85 Years & Over,343
2015,Total Citizen,0  -  4 Years,167850
2015,Total Citizen,5  -  9 Years,176018
2015,Total Citizen,10 - 14 Years,188794
2015,Total Citizen,15 - 19 Years,222394
2015,Total Citizen,20 - 24 Years,245523
2015,Total Citizen,25 - 29 Years,227690
2015,Total Citizen,30 - 34 Years,214822
2015,Total Citizen,35 - 39 Years,214398
2015,Total Citizen,40 - 44 Years,241473
2015,Total Citizen,45 - 49 Years,249203
2015,Total Citizen,50 - 54 Years,280517
2015,Total Citizen,55 - 59 Years,276135
2015,Total Citizen,60 - 64 Years,228653
2015,Total Citizen,65 - 69 Years,174881
2015,Total Citizen,70 - 74 Years,97897
2015,Total Citizen,75 - 79 Years,78008
2015,Total Citizen,80 - 84 Years,50325
2015,Total Citizen,65 Years & Over,441553
2015,Total Citizen,70 Years & Over,266672
2015,Total Citizen,75 Years & Over,168775
2015,Total Citizen,80 Years & Over,90767
2015,Total Citizen,85 Years & Over,40442
2015,Total Male Citizens,0  -  4 Years,86532
2015,Total Male Citizens,5  -  9 Years,90219
2015,Total Male Citizens,10 - 14 Years,97002
2015,Total Male Citizens,15 - 19 Years,114752
2015,Total Male Citizens,20 - 24 Years,127069
2015,Total Male Citizens,25 - 29 Years,117863
2015,Total Male Citizens,30 - 34 Years,108986
2015,Total Male Citizens,35 - 39 Years,106519
2015,Total Male Citizens,40 - 44 Years,118842
2015,Total Male Citizens,45 - 49 Years,122733
2015,Total Male Citizens,50 - 54 Years,139979
2015,Total Male Citizens,55 - 59 Years,137486
2015,Total Male Citizens,60 - 64 Years,112975
2015,Total Male Citizens,65 - 69 Years,84408
2015,Total Male Citizens,70 - 74 Years,45179
2015,Total Male Citizens,75 - 79 Years,34594
2015,Total Male Citizens,80 - 84 Years,20285
2015,Total Male Citizens,65 Years & Over,197845
2015,Total Male Citizens,70 Years & Over,113437
2015,Total Male Citizens,75 Years & Over,68258
2015,Total Male Citizens,80 Years & Over,33664
2015,Total Male Citizens,85 Years & Over,13379
2015,Total Female Citizens,0  -  4 Years,81318
2015,Total Female Citizens,5  -  9 Years,85799
2015,Total Female Citizens,10 - 14 Years,91792
2015,Total Female Citizens,15 - 19 Years,107642
2015,Total Female Citizens,20 - 24 Years,118454
2015,Total Female Citizens,25 - 29 Years,109827
2015,Total Female Citizens,30 - 34 Years,105836
2015,Total Female Citizens,35 - 39 Years,107879
2015,Total Female Citizens,40 - 44 Years,122631
2015,Total Female Citizens,45 - 49 Years,126470
2015,Total Female Citizens,50 - 54 Years,140538
2015,Total Female Citizens,55 - 59 Years,138649
2015,Total Female Citizens,60 - 64 Years,115678
2015,Total Female Citizens,65 - 69 Years,90473
2015,Total Female Citizens,70 - 74 Years,52718
2015,Total Female Citizens,75 - 79 Years,43414
2015,Total Female Citizens,80 - 84 Years,30040
2015,Total Female Citizens,65 Years & Over,243708
2015,Total Female Citizens,70 Years & Over,153235
2015,Total Female Citizens,75 Years & Over,100517
2015,Total Female Citizens,80 Years & Over,57103
2015,Total Female Citizens,85 Years & Over,27063
2015,Total Malays,0  -  4 Years,31456
2015,Total Malays,5  -  9 Years,31958
2015,Total Malays,10 - 14 Years,36283
2015,Total Malays,15 - 19 Years,43214
2015,Total Malays,20 - 24 Years,48249
2015,Total Malays,25 - 29 Years,43791
2015,Total Malays,30 - 34 Years,36010
2015,Total Malays,35 - 39 Years,26851
2015,Total Malays,40 - 44 Years,30109
2015,Total Malays,45 - 49 Years,35496
2015,Total Malays,50 - 54 Years,42234
2015,Total Malays,55 - 59 Years,35760
2015,Total Malays,60 - 64 Years,25325
2015,Total Malays,65 - 69 Years,16431
2015,Total Malays,70 - 74 Years,7857
2015,Total Malays,75 - 79 Years,6656
2015,Total Malays,80 - 84 Years,4679
2015,Total Malays,65 Years & Over,38572
2015,Total Malays,70 Years & Over,22141
2015,Total Malays,75 Years & Over,14284
2015,Total Malays,80 Years & Over,7628
2015,Total Malays,85 Years & Over,2949
2015,Total Male Malays,0  -  4 Years,16160
2015,Total Male Malays,5  -  9 Years,16374
2015,Total Male Malays,10 - 14 Years,18788
2015,Total Male Malays,15 - 19 Years,22332
2015,Total Male Malays,20 - 24 Years,24871
2015,Total Male Malays,25 - 29 Years,22348
2015,Total Male Malays,30 - 34 Years,18435
2015,Total Male Malays,35 - 39 Years,13606
2015,Total Male Malays,40 - 44 Years,15161
2015,Total Male Malays,45 - 49 Years,17573
2015,Total Male Malays,50 - 54 Years,21088
2015,Total Male Malays,55 - 59 Years,17921
2015,Total Male Malays,60 - 64 Years,12332
2015,Total Male Malays,65 - 69 Years,7805
2015,Total Male Malays,70 - 74 Years,3520
2015,Total Male Malays,75 - 79 Years,3013
2015,Total Male Malays,80 - 84 Years,1874
2015,Total Male Malays,65 Years & Over,17480
2015,Total Male Malays,70 Years & Over,9675
2015,Total Male Malays,75 Years & Over,6155
2015,Total Male Malays,80 Years & Over,3142
2015,Total Male Malays,85 Years & Over,1268
2015,Total Female Malays,0  -  4 Years,15296
2015,Total Female Malays,5  -  9 Years,15584
2015,Total Female Malays,10 - 14 Years,17495
2015,Total Female Malays,15 - 19 Years,20882
2015,Total Female Malays,20 - 24 Years,23378
2015,Total Female Malays,25 - 29 Years,21443
2015,Total Female Malays,30 - 34 Years,17575
2015,Total Female Malays,35 - 39 Years,13245
2015,Total Female Malays,40 - 44 Years,14948
2015,Total Female Malays,45 - 49 Years,17923
2015,Total Female Malays,50 - 54 Years,21146
2015,Total Female Malays,55 - 59 Years,17839
2015,Total Female Malays,60 - 64 Years,12993
2015,Total Female Malays,65 - 69 Years,8626
2015,Total Female Malays,70 - 74 Years,4337
2015,Total Female Malays,75 - 79 Years,3643
2015,Total Female Malays,80 - 84 Years,2805
2015,Total Female Malays,65 Years & Over,21092
2015,Total Female Malays,70 Years & Over,12466
2015,Total Female Malays,75 Years & Over,8129
2015,Total Female Malays,80 Years & Over,4486
2015,Total Female Malays,85 Years & Over,1681
2015,Total Chinese,0  -  4 Years,118757
2015,Total Chinese,5  -  9 Years,124304
2015,Total Chinese,10 - 14 Years,131705
2015,Total Chinese,15 - 19 Years,156520
2015,Total Chinese,20 - 24 Years,173601
2015,Total Chinese,25 - 29 Years,162468
2015,Total Chinese,30 - 34 Years,159506
2015,Total Chinese,35 - 39 Years,169701
2015,Total Chinese,40 - 44 Years,190579
2015,Total Chinese,45 - 49 Years,190730
2015,Total Chinese,50 - 54 Years,213656
2015,Total Chinese,55 - 59 Years,218177
2015,Total Chinese,60 - 64 Years,186965
2015,Total Chinese,65 - 69 Years,146512
2015,Total Chinese,70 - 74 Years,84418
2015,Total Chinese,75 - 79 Years,66510
2015,Total Chinese,80 - 84 Years,42197
2015,Total Chinese,65 Years & Over,374376
2015,Total Chinese,70 Years & Over,227864
2015,Total Chinese,75 Years & Over,143446
2015,Total Chinese,80 Years & Over,76936
2015,Total Chinese,85 Years & Over,34739
2015,Total Male Chinese,0  -  4 Years,61424
2015,Total Male Chinese,5  -  9 Years,63891
2015,Total Male Chinese,10 - 14 Years,67698
2015,Total Male Chinese,15 - 19 Years,80955
2015,Total Male Chinese,20 - 24 Years,90065
2015,Total Male Chinese,25 - 29 Years,84490
2015,Total Male Chinese,30 - 34 Years,80945
2015,Total Male Chinese,35 - 39 Years,84099
2015,Total Male Chinese,40 - 44 Years,92984
2015,Total Male Chinese,45 - 49 Years,93179
2015,Total Male Chinese,50 - 54 Years,106447
2015,Total Male Chinese,55 - 59 Years,108260
2015,Total Male Chinese,60 - 64 Years,92618
2015,Total Male Chinese,65 - 69 Years,70911
2015,Total Male Chinese,70 - 74 Years,39198
2015,Total Male Chinese,75 - 79 Years,29623
2015,Total Male Chinese,80 - 84 Years,16817
2015,Total Male Chinese,65 Years & Over,167243
2015,Total Male Chinese,70 Years & Over,96332
2015,Total Male Chinese,75 Years & Over,57134
2015,Total Male Chinese,80 Years & Over,27511
2015,Total Male Chinese,85 Years & Over,10694
2015,Total Female Chinese,0  -  4 Years,57333
2015,Total Female Chinese,5  -  9 Years,60413
2015,Total Female Chinese,10 - 14 Years,64007
2015,Total Female Chinese,15 - 19 Years,75565
2015,Total Female Chinese,20 - 24 Years,83536
2015,Total Female Chinese,25 - 29 Years,77978
2015,Total Female Chinese,30 - 34 Years,78561
2015,Total Female Chinese,35 - 39 Years,85602
2015,Total Female Chinese,40 - 44 Years,97595
2015,Total Female Chinese,45 - 49 Years,97551
2015,Total Female Chinese,50 - 54 Years,107209
2015,Total Female Chinese,55 - 59 Years,109917
2015,Total Female Chinese,60 - 64 Years,94347
2015,Total Female Chinese,65 - 69 Years,75601
2015,Total Female Chinese,70 - 74 Years,45220
2015,Total Female Chinese,75 - 79 Years,36887
2015,Total Female Chinese,80 - 84 Years,25380
2015,Total Female Chinese,65 Years & Over,207133
2015,Total Female Chinese,70 Years & Over,131532
2015,Total Female Chinese,75 Years & Over,86312
2015,Total Female Chinese,80 Years & Over,49425
2015,Total Female Chinese,85 Years & Over,24045
2015,Total Indians,0  -  4 Years,12514
2015,Total Indians,5  -  9 Years,14807
2015,Total Indians,10 - 14 Years,16675
2015,Total Indians,15 - 19 Years,18601
2015,Total Indians,20 - 24 Years,20217
2015,Total Indians,25 - 29 Years,18378
2015,Total Indians,30 - 34 Years,16507
2015,Total Indians,35 - 39 Years,15203
2015,Total Indians,40 - 44 Years,17662
2015,Total Indians,45 - 49 Years,19842
2015,Total Indians,50 - 54 Years,21599
2015,Total Indians,55 - 59 Years,19522
2015,Total Indians,60 - 64 Years,14407
2015,Total Indians,65 - 69 Years,10376
2015,Total Indians,70 - 74 Years,4884
2015,Total Indians,75 - 79 Years,4089
2015,Total Indians,80 - 84 Years,2860
2015,Total Indians,65 Years & Over,24415
2015,Total Indians,70 Years & Over,14039
2015,Total Indians,75 Years & Over,9155
2015,Total Indians,80 Years & Over,5066
2015,Total Indians,85 Years & Over,2206
2015,Total Male Indians,0  -  4 Years,6398
2015,Total Male Indians,5  -  9 Years,7500
2015,Total Male Indians,10 - 14 Years,8426
2015,Total Male Indians,15 - 19 Years,9432
2015,Total Male Indians,20 - 24 Years,10290
2015,Total Male Indians,25 - 29 Years,9419
2015,Total Male Indians,30 - 34 Years,8350
2015,Total Male Indians,35 - 39 Years,7613
2015,Total Male Indians,40 - 44 Years,9234
2015,Total Male Indians,45 - 49 Years,10576
2015,Total Male Indians,50 - 54 Years,11016
2015,Total Male Indians,55 - 59 Years,10012
2015,Total Male Indians,60 - 64 Years,7035
2015,Total Male Indians,65 - 69 Years,4894
2015,Total Male Indians,70 - 74 Years,2119
2015,Total Male Indians,75 - 79 Years,1640
2015,Total Male Indians,80 - 84 Years,1360
2015,Total Male Indians,65 Years & Over,11242
2015,Total Male Indians,70 Years & Over,6348
2015,Total Male Indians,75 Years & Over,4229
2015,Total Male Indians,80 Years & Over,2589
2015,Total Male Indians,85 Years & Over,1229
2015,Total Female Indians,0  -  4 Years,6116
2015,Total Female Indians,5  -  9 Years,7307
2015,Total Female Indians,10 - 14 Years,8249
2015,Total Female Indians,15 - 19 Years,9169
2015,Total Female Indians,20 - 24 Years,9927
2015,Total Female Indians,25 - 29 Years,8959
2015,Total Female Indians,30 - 34 Years,8157
2015,Total Female Indians,35 - 39 Years,7590
2015,Total Female Indians,40 - 44 Years,8428
2015,Total Female Indians,45 - 49 Years,9266
2015,Total Female Indians,50 - 54 Years,10583
2015,Total Female Indians,55 - 59 Years,9510
2015,Total Female Indians,60 - 64 Years,7372
2015,Total Female Indians,65 - 69 Years,5482
2015,Total Female Indians,70 - 74 Years,2765
2015,Total Female Indians,75 - 79 Years,2449
2015,Total Female Indians,80 - 84 Years,1500
2015,Total Female Indians,65 Years & Over,13173
2015,Total Female Indians,70 Years & Over,7691
2015,Total Female Indians,75 Years & Over,4926
2015,Total Female Indians,80 Years & Over,2477
2015,Total Female Indians,85 Years & Over,977
2015,Other Ethnic Groups (Total),0  -  4 Years,5123
2015,Other Ethnic Groups (Total),5  -  9 Years,4949
2015,Other Ethnic Groups (Total),10 - 14 Years,4131
2015,Other Ethnic Groups (Total),15 - 19 Years,4059
2015,Other Ethnic Groups (Total),20 - 24 Years,3456
2015,Other Ethnic Groups (Total),25 - 29 Years,3053
2015,Other Ethnic Groups (Total),30 - 34 Years,2799
2015,Other Ethnic Groups (Total),35 - 39 Years,2643
2015,Other Ethnic Groups (Total),40 - 44 Years,3123
2015,Other Ethnic Groups (Total),45 - 49 Years,3135
2015,Other Ethnic Groups (Total),50 - 54 Years,3028
2015,Other Ethnic Groups (Total),55 - 59 Years,2676
2015,Other Ethnic Groups (Total),60 - 64 Years,1956
2015,Other Ethnic Groups (Total),65 - 69 Years,1562
2015,Other Ethnic Groups (Total),70 - 74 Years,738
2015,Other Ethnic Groups (Total),75 - 79 Years,753
2015,Other Ethnic Groups (Total),80 - 84 Years,589
2015,Other Ethnic Groups (Total),65 Years & Over,4190
2015,Other Ethnic Groups (Total),70 Years & Over,2628
2015,Other Ethnic Groups (Total),75 Years & Over,1890
2015,Other Ethnic Groups (Total),80 Years & Over,1137
2015,Other Ethnic Groups (Total),85 Years & Over,548
2015,Other Ethnic Groups (Males),0  -  4 Years,2550
2015,Other Ethnic Groups (Males),5  -  9 Years,2454
2015,Other Ethnic Groups (Males),10 - 14 Years,2090
2015,Other Ethnic Groups (Males),15 - 19 Years,2033
2015,Other Ethnic Groups (Males),20 - 24 Years,1843
2015,Other Ethnic Groups (Males),25 - 29 Years,1606
2015,Other Ethnic Groups (Males),30 - 34 Years,1256
2015,Other Ethnic Groups (Males),35 - 39 Years,1201
2015,Other Ethnic Groups (Males),40 - 44 Years,1463
2015,Other Ethnic Groups (Males),45 - 49 Years,1405
2015,Other Ethnic Groups (Males),50 - 54 Years,1428
2015,Other Ethnic Groups (Males),55 - 59 Years,1293
2015,Other Ethnic Groups (Males),60 - 64 Years,990
2015,Other Ethnic Groups (Males),65 - 69 Years,798
2015,Other Ethnic Groups (Males),70 - 74 Years,342
2015,Other Ethnic Groups (Males),75 - 79 Years,318
2015,Other Ethnic Groups (Males),80 - 84 Years,234
2015,Other Ethnic Groups (Males),65 Years & Over,1880
2015,Other Ethnic Groups (Males),70 Years & Over,1082
2015,Other Ethnic Groups (Males),75 Years & Over,740
2015,Other Ethnic Groups (Males),80 Years & Over,422
2015,Other Ethnic Groups (Males),85 Years & Over,188
2015,Other Ethnic Groups (Females),0  -  4 Years,2573
2015,Other Ethnic Groups (Females),5  -  9 Years,2495
2015,Other Ethnic Groups (Females),10 - 14 Years,2041
2015,Other Ethnic Groups (Females),15 - 19 Years,2026
2015,Other Ethnic Groups (Females),20 - 24 Years,1613
2015,Other Ethnic Groups (Females),25 - 29 Years,1447
2015,Other Ethnic Groups (Females),30 - 34 Years,1543
2015,Other Ethnic Groups (Females),35 - 39 Years,1442
2015,Other Ethnic Groups (Females),40 - 44 Years,1660
2015,Other Ethnic Groups (Females),45 - 49 Years,1730
2015,Other Ethnic Groups (Females),50 - 54 Years,1600
2015,Other Ethnic Groups (Females),55 - 59 Years,1383
2015,Other Ethnic Groups (Females),60 - 64 Years,966
2015,Other Ethnic Groups (Females),65 - 69 Years,764
2015,Other Ethnic Groups (Females),70 - 74 Years,396
2015,Other Ethnic Groups (Females),75 - 79 Years,435
2015,Other Ethnic Groups (Females),80 - 84 Years,355
2015,Other Ethnic Groups (Females),65 Years & Over,2310
2015,Other Ethnic Groups (Females),70 Years & Over,1546
2015,Other Ethnic Groups (Females),75 Years & Over,1150
2015,Other Ethnic Groups (Females),80 Years & Over,715
2015,Other Ethnic Groups (Females),85 Years & Over,360
2016,Total Citizen,0  -  4 Years,172328
2016,Total Citizen,5  -  9 Years,174769
2016,Total Citizen,10 - 14 Years,181745
2016,Total Citizen,15 - 19 Years,219247
2016,Total Citizen,20 - 24 Years,242395
2016,Total Citizen,25 - 29 Years,238534
2016,Total Citizen,30 - 34 Years,214768
2016,Total Citizen,35 - 39 Years,217479
2016,Total Citizen,40 - 44 Years,237675
2016,Total Citizen,45 - 49 Years,244481
2016,Total Citizen,50 - 54 Years,278617
2016,Total Citizen,55 - 59 Years,279402
2016,Total Citizen,60 - 64 Years,239135
2016,Total Citizen,65 - 69 Years,189921
2016,Total Citizen,70 - 74 Years,98927
2016,Total Citizen,75 - 79 Years,84504
2016,Total Citizen,80 - 84 Years,51988
2016,Total Citizen,65 Years & Over,468368
2016,Total Citizen,70 Years & Over,278447
2016,Total Citizen,75 Years & Over,179520
2016,Total Citizen,80 Years & Over,95016
2016,Total Citizen,85 Years & Over,43028
2016,Total Male Citizens,0  -  4 Years,88694
2016,Total Male Citizens,5  -  9 Years,89629
2016,Total Male Citizens,10 - 14 Years,93087
2016,Total Male Citizens,15 - 19 Years,113303
2016,Total Male Citizens,20 - 24 Years,125294
2016,Total Male Citizens,25 - 29 Years,123404
2016,Total Male Citizens,30 - 34 Years,109194
2016,Total Male Citizens,35 - 39 Years,107903
2016,Total Male Citizens,40 - 44 Years,116831
2016,Total Male Citizens,45 - 49 Years,119782
2016,Total Male Citizens,50 - 54 Years,138668
2016,Total Male Citizens,55 - 59 Years,139343
2016,Total Male Citizens,60 - 64 Years,117973
2016,Total Male Citizens,65 - 69 Years,91759
2016,Total Male Citizens,70 - 74 Years,45986
2016,Total Male Citizens,75 - 79 Years,37306
2016,Total Male Citizens,80 - 84 Years,21190
2016,Total Male Citizens,65 Years & Over,210614
2016,Total Male Citizens,70 Years & Over,118855
2016,Total Male Citizens,75 Years & Over,72869
2016,Total Male Citizens,80 Years & Over,35563
2016,Total Male Citizens,85 Years & Over,14373
2016,Total Female Citizens,0  -  4 Years,83634
2016,Total Female Citizens,5  -  9 Years,85140
2016,Total Female Citizens,10 - 14 Years,88658
2016,Total Female Citizens,15 - 19 Years,105944
2016,Total Female Citizens,20 - 24 Years,117101
